,compound,score
8626,COc1cc2c(cc1OC)CN(C(=O)[C@@H](NCc1cccnc1)C(C)(C)C)CC2,1
8627,Cc1cc(NC(=O)CSCC(=O)NCc2cccc(C(F)(F)F)c2)no1,0
8628,Cc1ccc2nc(-c3ccccc3)cc(C(=O)Nc3cccnc3)c2c1,0
8629,CNS(=O)(=O)c1cccc(C(=O)OCC(=O)NC(C)CCc2ccccc2)c1,0
8630,CC(=O)Nc1nc2ccccc2n1Cc1ccccc1C,0
8631,O=C(O)c1cccc(NC(=O)c2ccc3c(c2)C(=O)N(CC2CCCO2)C3=O)c1,1
8632,CC(C)C12CN3CC(C(C)C)(CN(C1)C3c1ccc([N+](=O)[O-])o1)C2=O,0
8633,C=C1C[C@@H](C2=NC3C=CC(Cl)=C(C)C3=N2)N(C(=O)c2cc(Cl)ccc2-n2nccn2)C1,1
8634,O=C(CSc1nc2cc([N+](=O)[O-])ccc2n1-c1ccccc1)NCc1ccc2c(c1)OCO2,0
8635,CCOC(=O)c1sc2nc(C(C)C)c3c(c2c1N)CC(C)(C)OC3,0
8636,O=C(NCc1ccco1)c1nn2c(C(F)(F)F)cc(-c3cccs3)nc2c1Cl,0
8637,Cc1cc(O)nc(SCC(=O)Nc2ccc(Br)cn2)n1,0
8638,Cc1ccc(-n2nccn2)c(C(=O)N2CCC[C@H]2c2nc(-c3ccc(C)c(C)c3)no2)c1,1
8639,Nc1nc(O)cc(N2CCOCC2)n1,0
8640,Cc1ncoc1C(=O)N1CCCC(C(=O)c2ccc3c4c(cccc24)CC3)C1,0
8641,COc1ccc(N(CC(=O)Nc2cccc(N(C)S(C)(=O)=O)c2)S(=O)(=O)c2ccc(C)cc2)cc1,0
8642,COc1ccc(C(=O)CCC(=O)Nc2cccnc2)cc1,0
8643,O=C(NCCCCc1ccccc1)C1CC(c2cccc([N+](=O)[O-])c2)=NO1,0
8644,CCOc1ccc(NC(=O)Cn2nnc(-c3ccccc3NC(=O)c3cccs3)n2)cc1,0
8645,COC(=O)c1c(C#N)cccc1O[C@@H]1CC[C@@H](CO)N(C(=O)c2ccccc2-n2nccn2)C1,1
8646,Cc1cccc2cc(C#N)c(NCCNC(=O)NC3CCCCC3)nc12,0
8647,CCOC(=O)C(=O)N(Nc1ccccc1C)c1ccccc1C,0
8648,O=c1c2ccccc2ncn1-c1cccc(Br)c1,0
8649,COc1ccc(OC)c2c1C(=O)C(Cl)=C(Cl)C2=O,1
8650,COc1ccc(C(=O)N2CC3CN(c4nc5ccccc5o4)CC3C2)c(OC)c1,1
8651,CN(CC(=O)N(C)CC(=O)Nc1c(Cl)cccc1Cl)Cc1ccccc1F,0
8652,CCC(C(=O)OCC(=O)NC(=O)c1ccccc1)c1ccccc1,0
8653,O=C(COc1cccc2c1CCNC2=O)Nc1cccc(F)c1,0
8654,O=C(NCC1CCCO1)c1onc(CSc2cccc3ccccc23)c1C(=O)O,0
8655,CCCCC(CC)C(=O)Nc1ncc([N+](=O)[O-])s1,0
8656,Cc1cc(-c2nc(C)c(-c3nnc(SCC(=O)Nc4ccccc4)n3C)s2)no1,0
8657,CCS(=O)(=O)N1Cc2ccccc2CC1C(=O)Nc1cc(S(C)(=O)=O)ccc1Cl,0
8658,NC(=O)CC(NC(=O)c1cccc(Br)c1)c1ccc(N2CCC(N3CCCC3)CC2)c([N+](=O)[O-])c1,0
8659,CC1(C)OC[C@H](NC(=O)Nc2ccccc2Br)[C@H](c2ccccc2)O1,1
8660,O=C(O)c1ccc(NC(=O)C(c2ccccc2)c2ccccc2)cc1,0
8661,O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1,1
8662,Cn1c(=O)cc(OCCCC(=O)NCc2cccnc2)c2ccccc21,0
8663,COc1ccc(C(=O)N2C[C@H](Oc3nccc(C#N)c3C)CC[C@H]2C)c(C2CCC2)n1,1
8664,O=C(c1ccccc1)c1cccs1,0
8665,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2ccc(C)c(C)c2)cc1,1
8666,CCCS(=O)(=O)N1CCC(C(=O)N2CCN(Cc3ccccc3)CC2)CC1,0
8667,COc1cccc(OC)c1C1CCC(=O)N1Cc1ccc(-c2ccccc2)cc1,1
8668,Cc1c(C(=O)OC(C)C(=O)N(C)Cc2ccccc2)oc2ccccc12,1
8669,Cc1cc(C)cc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccc(Br)cc2)c1,1
8670,CC1(c2ccc3noc(-c4cccc(F)c4)c3c2)OCCO1,0
8671,CC(Sc1nnc(N)s1)c1ccccc1Cl,0
8672,CCN1CCN(CC(=O)c2cc(OC)c(OC)c(OC)c2)CC1,0
8673,CCOC(=O)C1=C(O)C(Nc2nccs2)(C(F)(F)F)N=C1C,0
8674,COc1cc(NC(=O)Cn2nc(Cc3cccnc3)c3ccccc3c2=O)cc(OC)c1OC,0
8675,CSc1cccc(NC(=O)C2CCN(S(C)(=O)=O)CC2)c1,0
8676,COc1ccccc1CNC(=O)C(NS(=O)(=O)c1cccc2nsnc12)C(C)C,1
8677,CCCCN1C(=O)C(=O)N(CC(=O)Nc2sc(C)c(C)c2C(=O)OC)C1=O,0
8678,O=C(NCCC1=CCCCC1)c1ccc(Cl)c(S(=O)(=O)N2CCCCC2)c1,0
8679,O=C(Cn1cnc2cc([N+](=O)[O-])ccc2c1=O)Nc1ccccc1-c1ccccc1,1
8680,CSCCC(NS(=O)(=O)c1ccccc1F)C(=O)N1CCCCCC1,0
8681,C[C@@]1(C2=NC3C=C(C(F)(F)F)C=CC3=N2)CCCN1C(=O)c1cc(-c2cccc(C#N)c2)ccc1-n1nccn1,1
8682,Cn1cnnc1SCC(=O)NNC(=O)COc1ccc(Cl)cc1,0
8683,O=C(c1c(F)cccc1-n1nccn1)N1CC[C@H]2CN(c3nccc(C(F)(F)F)n3)[C@H]2C1,1
8684,N#CC12CCCCC1CC1CCCCC1(C#N)N2N,0
8685,CCOC(=O)C1CCN(c2cc3c(cc2NC(=O)c2ccccc2)n(C)c(=O)n3C)CC1,0
8686,O=C(SCC(O)C(O)CS)c1cccs1,0
8687,COC(=O)CCC(=O)OC1(C)C(=O)C=C2C=C(C3CC3)N(CCCCO)C=C2C1=O,0
8688,CCCCn1nnc(NC(=O)c2ccc([N+](=O)[O-])cc2Cl)n1,1
8689,CCOC(=O)c1nn(-c2ccc(C)c(C)c2)c(=O)c(C#N)c1C,1
8690,O=C(COC(=O)c1c2c(nc3ccccc13)CCCC2)Nc1ccc2c(c1)OCO2,0
8691,CCC(C(=O)Nc1ncccn1)(C(F)(F)F)C(F)(F)F,0
8692,O=C(NCC(=O)N(CC1CCCO1)C1(C(=O)NC2CCCCC2)CCCCC1)c1ccccc1,0
8693,COC(=O)c1ccc(N2CCN(C)CC2)c([N+](=O)[O-])c1,1
8694,COc1cccc(-c2cn(C)nc2C(=O)N2CC(F)(F)C[C@@H](C)C2CNc2ncc(C(F)(F)F)cn2)c1,1
8695,Cn1c(N)c(C(=O)COC(=O)c2ccc([N+](=O)[O-])o2)c(=O)n(C)c1=O,1
8696,C=C1C[C@@H](C2=NC3C(Br)=CC=CC3=N2)N(C(=O)c2cc(C)ccc2-n2nccn2)C1,1
8697,O=C1N(Cc2c[nH]c3ccccc23)CCCC12CCN(c1ccc3ccccc3n1)CC2,1
8698,O=C(Nc1ccc(O)c(-c2nc3ccccc3s2)c1)C1=COCCO1,1
8699,CCN(CC)C(=O)COC(=O)C1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,0
8700,Cc1ccc(-n2nccn2)c(C(=O)N2CC3CCCN(c4nc5cc(Cl)ccc5o4)C3C2)c1,1
8701,CCc1noc(C)c1C(=O)Nc1nc(-c2ccc(OC)c(OC)c2)cs1,1
8702,CC1(C)OC[C@H](NC(=O)Nc2ccccc2)[C@H](c2ccccc2)O1,1
8703,CCOc1ccc(Oc2ccccc2NC(=O)CCNC(C)=O)cc1,0
8704,Cc1ccc(-n2cnc(C(F)(F)F)n2)c(C(=O)N2CCC[C@@H](C)[C@H]2CNc2ccc(C#N)cn2)c1,1
8705,N#CC1(C#N)CC(C=O)=C(N)C1(C#N)CC(=O)c1ccc(F)cc1,0
8706,CSc1ccccc1NC(=O)c1cc(-c2ccco2)on1,1
8707,CCOc1ccc(N(CC(=O)NC2CCCC2)C(=O)CCCC(=O)Nc2ccccn2)cc1,0
8708,Cc1ccc(N(C(C)C(=O)N2CCC(C)CC2)S(C)(=O)=O)cc1C,0
8709,Cc1nc2ncnn2c(N2CCC(C(=O)NC3CCCC3)CC2)c1Cc1ccccc1,0
8710,CCCCCCc1cc2cc(C(N)=O)c(=N)oc2cc1O,1
8711,Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-c4ncco4)CC3C2)n1,1
8712,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)(F)C(F)F)cc1,1
8713,Cc1ccc(N2C(=O)c3oc4ccccc4c(=O)c3C2c2cccc(O)c2)nc1,0
8714,O=C(COC(=O)c1cc(-c2cccs2)nc2ccccc12)NC1CCS(=O)(=O)C1,1
8715,C=CCn1c(SCc2csc(-c3ccc(Cl)cc3)n2)nnc1-c1ccccc1OC,1
8716,CCOc1ccc2nc(Cl)c(CN(C(=O)c3cnccn3)C3CCCC3)cc2c1,0
8717,C[C@@H]1C[C@@H](Nc2cc(OCC(F)F)ccn2)CN1C(=O)c1ccccc1-n1cnnn1,1
8718,COc1cc(-c2nnc(SCC(=O)N3c4ccccc4Sc4ccccc43)o2)cc(OC)c1OC,0
8719,Cc1c(O)nc2nnc(SCC(=O)N3CCOCC3)n2c1C,0
8720,CCC(=O)N1CCc2cc(S(=O)(=O)CCC(=O)Nc3ccc(F)c(F)c3)ccc21,0
8721,COc1ccc(-c2cn(-c3ccc(C)cc3)c(=O)n2CC(=O)Nc2cccc(F)c2)cc1,0
8722,COc1cccc(OC)c1C1CC(F)(F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,1
8723,COc1ccc(Nc2ncnc3ccc([N+](=O)[O-])cc23)c(OC)c1,1
8724,Cc1cc2ncn(S(=O)(=O)c3ccc(S(=O)(=O)N4CCOCC4)cc3)c2cc1C,0
8725,CCCc1ncc(C(O)c2ccccc2OC)n1C,0
8726,CC(=O)c1sc2nc(C)c3c(c2c1N)CCCC3,1
8727,Cc1c(NC(=O)C(C)Oc2cccc(Cl)c2)c(=O)n(-c2ccccc2)n1C,0
8728,O=C(c1ccc(Cl)cc1-n1nccn1)N1CCC[C@H]1c1noc(-c2ccccc2OC(F)(F)F)n1,1
8729,COC(=O)c1ccc(C)c(NC(=O)CCCN2C(=O)CN(C)C2=O)c1,0
8730,COc1ccccc1CNC(=O)N1CCN(c2ccccc2)CC1,0
8731,O=C1C=CC(=O)N1N(c1ccccc1)c1ccccc1,0
8732,CC1=C(Cl)C=CC2=NC([C@]3(C)CCCN3C(=O)c3nc(-c4ccc(C)cc4)sc3-c3ccc(F)cc3)=NC21,1
8733,O=C(N[C@H]1CCC[C@@H]1Nc1nc2ccccc2o1)c1ccccc1-n1nccn1,1
8734,Cc1cccc(NC(=O)C2CCCN(S(=O)(=O)c3cccc4cccnc34)C2)c1,1
8735,Cc1ccc(-c2ccccc2)c(C(=O)N2CCC[C@@]2(C)C2=NC3C=C(OC(F)(F)F)C=CC3=N2)c1,1
8736,CCOc1ncccc1C(=O)N(CC)CCN(C)c1nccc(C(C)(C)O)n1,1
8737,Cc1ccnc(-c2sc(C)nc2C(=O)N2CC(F)(F)C[C@@H](C)C2CNc2cnc(C(F)(F)F)cn2)c1,1
8738,Cc1ccc(N2C(=O)C3CCC(C)(C2=O)C3(C)C)cc1C,0
8739,CC(OC(=O)c1ccco1)C(=O)Nc1ncc(Cl)cc1Cl,0
8740,Cc1cc(C)n2nc(-c3cccc(Br)c3)cc2n1,1
8741,COc1ccc(-n2c(Cc3cccn3C)nnc2SCC(=O)NCCc2ccccc2)cc1,0
8742,Cc1ccc(C(=O)N2C[C@H](Oc3nccc(C#N)c3C)CC[C@H]2C)c(C2CC2)c1,1
8743,Cc1cc(-n2cccn2)nc(N2CCC3(CCNC(Cc4c[nH]c5ccccc45)C3=O)CC2)n1,1
8744,Cc1ccccc1-c1cc2nc(-c3ccc([N+](=O)[O-])cc3)cc(O)n2n1,0
8745,COc1cccc(NC(=O)C2CCCN(S(=O)(=O)c3cccc4cccnc34)C2)c1,1
8746,O=C(NNc1cccc(Cl)n1)c1c(Cl)cccc1Cl,0
8747,COc1cccc(NC(=O)CSc2nc3ccccc3n2C)c1,1
8748,COCCNC(=O)c1ccc2c(c1)S(=O)(=O)c1cc(Cl)ccc1C2=O,1
8749,Cc1ccc(-n2ncc(C)n2)c(C(=O)N2CCC[C@@H](C)[C@H]2CNc2ccc(C(F)(F)F)cn2)c1,1
8750,COCCN1CN(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc21,0
8751,N#CCCn1c(O)c(N=NC(=O)CNC(=O)c2cccs2)c2ccccc21,1
8752,O=C(c1c(F)cccc1-n1nccn1)N1C2CCC1C(Oc1ccc(C(F)(F)F)cn1)C2,1
8753,C[C@@H]1CC[C@@H](c2nsc(C(C)(C)O)n2)CN1C(=O)c1cscc1-n1nccn1,1
8754,Cc1cc(C(F)(F)F)cnc1N[C@H]1CCC[C@@H]1NC(=O)c1ncccc1-n1nccn1,1
8755,Cc1cccc(NC(=O)Cn2nnc(C(=O)Nc3ccc(F)c(Cl)c3)c2N)c1,0
8756,COc1ccc(N2C(=O)CCC(C(=O)O)C2c2ccccc2OC)cc1,0
8757,O=C(c1ccc(C(F)(F)F)cc1-n1nccn1)N1CCC[C@H]1c1nc(-c2ccccc2OC(F)(F)F)no1,1
8758,Cc1ccc(-n2ncc(C)n2)c(C(=O)N2CCC[C@@H](C)[C@H]2CNc2nnc(C(F)(F)F)s2)c1,1
8759,CCN(c1ccc(C(F)(F)F)cn1)C1CC2CC1N(C(=O)c1cccc(F)c1-c1ncccn1)C2,1
8760,Cc1ccc([C@H](C)NC(=O)COc2cc(C)c3c(-c4cnccn4)nn(C)c3n2)cc1,1
8761,CC1=CC2=NC([C@@H]3[C@@H](C)CCN3C(=O)c3cc(C)ccc3-c3ccccc3)=NC2C=C1Cl,1
8762,O=C(Cc1ccccc1[N+](=O)[O-])NNC(=O)c1ccncc1,0
8763,CC1(C)OC[C@H](NC(=O)Nc2cccc(Br)c2)[C@H](c2ccccc2)O1,1
8764,Cc1ccc(-n2ccc(C)n2)c(C(=O)N2CCC[C@@H](C)[C@H]2CNc2nc3cc(Cl)ccc3o2)c1,1
8765,CC(=O)N(C)N1c2ccccc2CCc2ccccc21,0
8766,CCOC(=O)c1ccc(Nc2nnc(C(C)(C)C)c(O)n2)cc1,0
8767,O=C(CC1CC2CCC1C2)N1CCN(S(=O)(=O)c2ccccc2C(F)(F)F)CC1,0
8768,Cc1ccc(-n2nccn2)c(C(=O)N2CC3CC(Oc4ncccc4C(F)(F)F)C2C3)n1,1
8769,CC1=CC2=NC([C@@H]3[C@@H](C)CCN3C(=O)c3sc(C)nc3-c3ccc(C)cc3)=NC2C=C1C,1
8770,O=C(N[C@H]1CCC[C@@H]1Nc1cnc(C(F)(F)F)cn1)c1cc(F)cc(F)c1-n1nccn1,1
8771,COc1cccc(C2C(C(=O)NCc3ccccc3)=C(C)Nc3ncnn32)c1,0
8772,CC(c1ccncc1)C(C)c1ccncc1,0
8773,O=C(Nc1cccnc1)C1CCCN(S(=O)(=O)c2cccc3nsnc23)C1,1
8774,Cc1cccc(OCC(=O)N=Nc2c(O)[nH]c3ccc([N+](=O)[O-])cc23)c1,0
8775,CCOc1ccc(CCNC(=O)Cc2ccc(NC3=NC4CS(=O)(=O)CC4S3)cc2)cc1,0
8776,O=C1NC(=S)NC(=O)C1=NNc1cccc(S(=O)(=O)N2CCOCC2)c1,1
8777,Cc1cc(C)nc(Nc2nc[nH]n2)n1,0
8778,Cc1ccc(C(=O)N2CCCC(N(C)c3ccc(C(F)(F)F)cn3)[C@@H]2C)c(-n2nccn2)n1,1
8779,CC1=CC(=O)OC1Cc1ccncc1,0
8780,COc1cccc(CO)c1C(=O)N1CCC2CN(c3cnc4ccccc4n3)C2C1,1
8781,COc1ccccc1-c1noc([C@@H]2CCCN2C(=O)c2ccccc2-n2nccn2)n1,1
8782,Cc1ccc(-n2nccn2)c(C(=O)N[C@@H]2CCC[C@@H]2Nc2cnc3ccccc3n2)c1,1
8783,CC(NC(=O)COc1cc(C(F)(F)F)c2c(-c3ccccc3)nn(C)c2n1)c1ccccc1,1
8784,Cc1nc(C(=O)N2CCC[C@@H](C)[C@H]2CNc2ncccc2C(F)(F)F)c(-c2ccc(F)cc2)s1,1
8785,Cc1sc2nc3ccc(N4CCCC4)nn3c(=O)c2c1C,1
8786,C[C@@H]1CC[C@@H](c2cc(C(C)(O)C3CC3)no2)CN1C(=O)c1ccccc1-n1nccn1,1
8787,CCCN(CCC)CCNC(=O)c1cc2c(C)nc3ccccc3c2o1,0
8788,Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4ccccc4-c4ncn[nH]4)C[C@H]3C2)n1,1
8789,Cc1ccc(NC(=O)C(=O)NCC2OCCc3ccccc32)cc1,0
8790,N#Cc1c(Cl)nsc1NC(=O)c1ccccc1,1
8791,Nn1c(SCC(=O)Nc2nccs2)nnc1-c1cccnc1,0
8792,Cc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@H](C)[C@H]2CNc2ncc3ccc(C)cc3n2)c1,1
8793,O=C(CS(=O)(=O)Cc1ccccc1)Nc1nnc(C(F)(F)F)s1,0
8794,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cnc2ccccc2c1,1
8795,CCN(CCCNC(=O)C1CCN(S(=O)(=O)CC)CC1)c1cccc(C)c1,0
8796,Cc1cc(SCC(=O)c2ccc3c(c2)OCO3)nc2ccccc12,1
8797,CC(C)CNC(=O)CN(C1CCCCC1)S(C)(=O)=O,0
8798,COCc1cccc(CN2CCCC3(CCN(c4cnc5ccccc5n4)CC3)C2=O)c1,1
8799,Cc1ccc(-c2ncccn2)c(C(=O)N2C3CCC2C(COc2ccc(F)cn2)C3)n1,1
8800,C[C@@H]1CC[C@@H](c2nsc(C(C)(C)O)n2)CN1C(=O)c1cscc1-c1ncccn1,1
8801,COCCn1c(=N)c(C(=O)NCc2ccco2)cc2c(=O)n3cccc(C)c3nc21,1
8802,O=C(NC(=S)NCCC1=CCCCC1)c1cncc(Br)c1,0
8803,CCC(=O)Oc1ccc2c(C)cc(=O)oc2c1C(=O)CC,0
8804,Fc1ccccc1Oc1nc(-c2ccncc2)nc2ccccc12,0
8805,O=C(c1ccccc1-c1ccccc1)N1C[C@H]2CN(c3nc4ccccc4s3)C[C@H]2C1,1
8806,Cc1cc(C)nc(N2CC3CN(C(=O)c4cc(Cl)ccc4C)CC3C2)n1,1
8807,Cc1cccc(NC(=O)CCc2c(C)nn(-c3ccc(N4CCOCC4)nn3)c2C)c1,0
8808,O=c1cc(-c2c(F)c(F)c(F)c(F)c2F)oc2c(F)c(F)c(F)c(F)c12,1
8809,Cc1noc(C)c1CSCC(=O)OCc1nnc(-c2ccc([N+](=O)[O-])cc2)o1,1
8810,Cc1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1,0
8811,O=C(c1c(F)cccc1-c1ncccn1)N1CC2CCC1C(Nc1cnc(C(F)(F)F)cn1)C2,1
8812,COc1ccc(C(=O)N2CC3CN(c4cc(N(C)C)nc(C)n4)CC3C2)c(-n2nccn2)c1,1
8813,Cc1ccc(NC(=O)Nc2cccc3ccccc23)cc1,0
8814,O=C(CCn1c(=O)oc2ccccc21)N1CCN(c2ccccc2Cl)CC1,0
8815,O=C(c1cccc(F)c1-c1ncccn1)N1C2CCC1C(Nc1nc(C(F)(F)F)cs1)C2,1
8816,O=C(Cn1ncc2c1-c1ccccc1OC2)Nc1ccc(Cl)cn1,0
8817,C=C(C)CN(Cc1ccccc1)C(=S)Nc1ccccc1,0
8818,O=C1CC(N2CCC(c3nc4ccccc4o3)CC2)C(=O)N1c1cc(Cl)cc(Cl)c1,0
8819,CC1=CC2=NC([C@@H]3[C@@H](C)CCN3C(=O)c3cc(F)ccc3-c3ncccn3)=NC2C=C1Cl,1
8820,O=C(c1ccccc1-n1nccn1)N1CCOC[C@H]1Cc1cc(-n2nccn2)ccc1F,1
8821,Cc1cccc(C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2)c1,0
8822,Cc1cc(C)cc(NS(=O)(=O)c2ccc(F)cc2)c1,0
8823,CCN1CCN(C(=O)CS(=O)(=O)Cc2nc(-c3ccccc3C)oc2C)CC1,0
8824,COc1cccc(-c2ccc3c(N)c(C(=O)NC4CC4)sc3n2)c1,0
8825,C=C1C[C@@H](C2=NC3C=C(OC)C=CC3=N2)N(C(=O)c2ccsc2-c2cccc(C)c2)C1,1
8826,CCN(CC(NC)c1nccc(C(C)(C)O)n1)C(=O)c1ccccc1-n1nccn1,1
8827,Cc1ccc(C#N)c(SCC(=O)Nc2nccs2)n1,0
8828,CC(C)c1nnc(N2C(=O)c3oc4ccccc4c(=O)c3C2c2ccc(O)cc2)s1,0
8829,CCN(c1ccccc1)S(=O)(=O)c1cc2c3c(c1)C(C)C(=O)N3CCC2,0
8830,CC1CC(c2c(F)cccc2OCCF)N(Cc2ccc(OC(F)(F)F)cc2)C1=O,1
8831,CCc1nc(C(=O)NC)c2n1CCN([C@@H](C(=O)NC)c1ccccc1)C2CCc1ccc(C(F)(F)F)cc1,1
8832,COc1ccnc(OC)c1C1CC(C)C(=O)N1Cc1cccc(-c2ccccc2)c1,1
8833,O=C(Nc1cccc(Cl)c1N1CCOCC1)c1cccnc1Cl,0
8834,Cc1ccc(-n2nccn2)c(C(=O)N2[C@@H](C)CO[C@H]2Cn2cc(-c3ccc(F)cn3)cn2)c1,1
8835,O=C(CCCc1ccccc1)NCCc1ccc(F)cc1,0
8836,CCOc1ccc(NC2OCC(O)C(O)C2O)c([N+](=O)[O-])c1,1
8837,CC(C)C1Cc2ccccc2-c2nc(S)nc(O)c21,0
8838,c1ccc(CN2CCC3(CC2)Nc2ccccc2S3)cc1,0
8839,COc1ccc2oc(=O)c(C(=O)NCc3ccccn3)cc2c1,1
8840,NC(=S)c1cc2cc(Cl)ccc2oc1=O,0
8841,N#Cc1ccc(NC(=O)Cn2cnc(S(=O)(=O)N3CCCC3)c2)cc1,0
8842,C[C@@H]1CC[C@@H](c2cc(C(C)(C)O)no2)CN1C(=O)c1cccnc1-c1ccccc1,1
8843,O=C(c1cc(F)ccc1-n1nccn1)N1C2CCC1C(COc1cnc3ccccc3n1)C2,1
8844,Cc1cccc(Oc2ncnc(N)c2[N+](=O)[O-])c1C,0
8845,C[C@@H]1NC(=O)[C@H](CCC(N)=O)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCCC[C@@H](C(N)=O)NC1=O,1
8846,N#Cc1cn(CCCOc2ccccc2)c2ccccc12,0
8847,Cc1cc(Cl)ccc1OCC(=O)NNC(=O)C1CCN(c2ncnc3sc(C)c(C)c23)CC1,1
8848,Cc1c(Cl)cccc1-c1noc([C@@H]2CCN2C(=O)c2cc(Cl)ccc2-n2nccn2)n1,1
8849,Cc1ccc(S(=O)(=O)N2CCCN(c3nc4cc(C)ccc4cc3C#N)CC2)cc1,1
8850,O=C(OCC(=O)N1CCN(c2ccccc2)CC1)c1ccc([N+](=O)[O-])s1,1
8851,CS(=O)(=O)N(CC(=O)N1CCCC1)c1ccc(Cl)cc1,0
8852,CCc1nc(C(F)(F)F)cnc1N[C@H]1CCC[C@@H]1NC(=O)c1ccccc1-n1nccn1,1
8853,Cc1cccc(OCC2CC3CCC2N3C(=O)c2nc(C)ccc2-n2nccn2)n1,1
8854,Cc1ccc(-n2nnnc2SCc2nnc(-c3ccccc3Br)o2)c(C)c1,1
8855,Cc1nc(C(=O)N2CCCC2C2=NC3C=C(C(F)(F)F)C(F)=CC3=N2)c(-c2cccc(Cl)c2)s1,1
8856,CCOC(=O)C1CCN(C(=O)CNC(=O)c2nn(-c3ccc(OC)cc3OC)c(=O)c3ccccc23)CC1,0
8857,Cc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)C2=NC3C(Br)=CC=CC3=N2)c1,1
8858,CN1C(=O)CSc2ccc(NC(=O)N3CCN(c4ccccn4)CC3)cc21,0
8859,Cc1ccc(S(=O)(=O)N(C)c2c(C)ccc(S(=O)(=O)N3CCN(C=O)CC3)c2C)cc1,0
8860,CCN(CCn1nc(C)c(C(C)(C)O)n1)C(=O)c1ccccc1-n1ncnn1,1
8861,Cc1cccc(-c2cc3nc(C)cc(C)n3n2)c1,1
8862,COCCNC(=O)CCc1c(C)nc2c(c(C)nn2-c2ccc(C)cc2)c1C,0
8863,COCCNC(=O)c1cnn2c(O)cc(C3CCN(C(=O)OC(C)(C)C)CC3)nc12,0
8864,C[C@@H]1CCCN(C(=O)c2ccccc2-n2nccn2)[C@@H]1CNc1ccc(C(F)(F)F)cn1,1
8865,Cc1ccc(-n2nccn2)c(C(=O)N[C@@H](C)Cn2cc(-c3ccc(F)cn3)cn2)c1,1
8866,Cc1c(Cl)cccc1NC(=O)c1cc(-c2ccccc2O)[nH]n1,1
8867,Cc1ccccc1S(=O)(=O)N1[C@H](c2ccc(Cl)cc2)CC=C(C(=O)O)[C@@H]1c1ccccc1,1
8868,Cc1ccc(-n2nccn2)c(C(=O)N2C3CCC2C(COc2ccncc2)C3)n1,1
8869,OCC1OC(Oc2c[nH]c3ccccc23)C(O)C(O)C1O,0
8870,O=C(CCNc1cc(Cl)cc(Cl)c1)c1ccco1,0
8871,CC1CCN(C(=O)COC(=O)c2cc(Cl)c3c(c2)OCO3)CC1,0
8872,CCc1cccc(CC)c1NC(=S)NC(C)c1ccccc1,0
8873,Oc1nc(-c2ccccc2)cnc1-c1ccccc1,0
8874,O=C(NC1CCCc2ccccc21)C12CC3CC(CC(O)(C3)C1)C2,0
8875,Cc1onc(-c2ccccc2Cl)c1C(=O)NCCn1c(C)cc2ccccc21,1
8876,CC(=O)NN1C(=O)c2ccccc2NC1c1ccc(N(C)C)cc1,0
8877,CCN(CC)C(=O)CSc1nnc2nnc3cc(OC)ccc3n12,1
8878,CC(NC(=O)COc1ccccc1)C(=O)NC1=NCCS1,0
8879,O=C(CC[C@@H]1CCCCN1C(=O)c1ccccc1-c1ccccc1)c1ccccc1,1
8880,Cc1oc(N2CC3CN(C(=O)c4ccccc4C4CCC4)CC3C2)nc1C(C)(C)O,1
8881,O=C(CCC(=O)OCC(=O)c1ccc([N+](=O)[O-])cc1)Nc1ccccc1Cl,1
8882,O=C(Nc1nonc1NC(=O)C1CCCCC1)C1CCCCC1,0
8883,CC(=O)Nc1ccc(NC(=O)C(C)OC(=O)CCCOc2ccc(Cl)c(C)c2)cc1,1
8884,Cc1ccccc1Nc1c(C)c(C)nc2ncnn12,0
8885,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,0
8886,COc1ccc(-c2nnc([C@@H]3CCCN3C(=O)c3cc(C)ccc3-n3nccn3)o2)cc1,1
8887,CNC(=O)c1ccccc1Sc1ccccc1CO,0
8888,O=C1CCCN1CCCNc1ncccc1[N+](=O)[O-],1
8889,COc1cc(NC(=S)Nc2ncccc2C)cc(OC)c1OC,1
8890,CCOc1ccc(-c2nc(-c3ccccc3C)no2)cc1,0
8891,CC(=O)c1c(C)nc2ccccc2c1O,0
8892,CN(Cc1ccccc1)C(=O)Cn1nc(S(=O)(=O)Cc2ccccc2)c2ccccc21,1
8893,Cc1nc(N2CC3CN(C(=O)c4ncccc4-n4nccn4)CC3C2)nc(C)c1F,1
